0:0:0,1622221201.169822,"[32.26, 32.29, 32.3, 32.3, 32.31, 32.31, 32.31, 32.32, 32.33, 32.33]","[32.25, 32.25, 32.24, 32.24, 32.24, 32.24, 32.23, 32.23, 32.23, 32.23]",32.306,32.26,32.238,32.25,35819.46000000
0:5:0,1622221501.4423823,"[32.3, 32.3, 32.31, 32.31, 32.32, 32.32, 32.33, 32.33, 32.34, 32.34]","[32.26, 32.26, 32.26, 32.26, 32.26, 32.25, 32.25, 32.25, 32.25, 32.25]",32.32,32.3,32.254999999999995,32.26,35953.06000000
0:15:0,1622222101.0969346,"[32.29, 32.3, 32.3, 32.3, 32.3, 32.3, 32.3, 32.31, 32.31, 32.31]","[32.26, 32.26, 32.26, 32.26, 32.26, 32.25, 32.25, 32.25, 32.25, 32.25]",32.302,32.29,32.254999999999995,32.26,35894.65000000
0:20:0,1622222401.3470461,"[32.29, 32.29, 32.3, 32.3, 32.3, 32.3, 32.3, 32.3, 32.3, 32.31]","[32.27, 32.27, 32.26, 32.26, 32.26, 32.26, 32.26, 32.25, 32.25, 32.25]",32.299,32.29,32.259,32.27,35939.91000000
0:25:0,1622222701.3316102,"[32.3, 32.3, 32.3, 32.3, 32.3, 32.3, 32.31, 32.31, 32.32, 32.32]","[32.27, 32.27, 32.26, 32.26, 32.26, 32.26, 32.26, 32.25, 32.25, 32.25]",32.306,32.3,32.259,32.27,36102.42000000
0:30:0,1622223001.5180979,"[32.29, 32.3, 32.3, 32.3, 32.3, 32.31, 32.31, 32.31, 32.31, 32.31]","[32.26, 32.26, 32.26, 32.26, 32.26, 32.26, 32.26, 32.25, 32.25, 32.25]",32.304,32.29,32.257,32.26,36056.53000000
0:35:0,1622223301.3661556,"[32.29, 32.29, 32.3, 32.3, 32.3, 32.3, 32.3, 32.3, 32.31, 32.31]","[32.27, 32.27, 32.26, 32.26, 32.26, 32.26, 32.26, 32.26, 32.25, 32.25]",32.3,32.29,32.26,32.27,36140.26000000
0:40:0,1622223601.4104133,"[32.3, 32.3, 32.3, 32.3, 32.3, 32.31, 32.31, 32.31, 32.31, 32.31]","[32.27, 32.26, 32.26, 32.26, 32.26, 32.26, 32.26, 32.26, 32.26, 32.26]",32.305,32.3,32.260999999999996,32.27,36037.55000000
0:45:0,1622223901.4628356,"[32.29, 32.29, 32.29, 32.3, 32.3, 32.3, 32.3, 32.31, 32.31, 32.31]","[32.27, 32.26, 32.26, 32.26, 32.26, 32.26, 32.26, 32.26, 32.26, 32.25]",32.3,32.29,32.26,32.27,36119.98000000
0:50:0,1622224201.3857565,"[32.29, 32.29, 32.3, 32.3, 32.3, 32.3, 32.3, 32.3, 32.31, 32.31]","[32.27, 32.26, 32.26, 32.26, 32.26, 32.26, 32.26, 32.26, 32.26, 32.26]",32.3,32.29,32.260999999999996,32.27,36188.18000000
